Fecha-hora,PARQUE,Potencia posible,Potencia real,Temperatura ambiente,Irradiancia panel [kWh/m2],Irradiancia horizontal [kWh/m2]
2025-09-03 19:00:00,PSANCH,32.254,11.739,15,163,74.00
2025-09-03 19:10:00,PSANCH,14.233,3.735,13,90,45.00
2025-09-03 19:20:00,PSANCH,3.422,1.335,11,22,18.00
2025-09-03 19:30:00,PSANCH,1.779,0.649,10,8,8.00
2025-09-03 19:40:00,PSANCH,0.927,0.102,8,4,4.00
2025-09-03 19:50:00,PSANCH,0.413,0.037,7,2,1.00
2025-09-03 20:00:00,PSANCH,0.268,0.037,6,1,1.00
2025-09-03 20:10:00,PSANCH,0.259,0.001,6,0,0.00
2025-09-03 20:20:00,PSANCH,0.158,0,5,0,0.00
2025-09-03 20:30:00,PSANCH,0.151,0,5,0,0.00
2025-09-03 20:40:00,PSANCH,0.045,0,5,0,0.00
2025-09-03 20:50:00,PSANCH,0.037,0,5,0,0.00
2025-09-03 21:00:00,PSANCH,0.037,0.037,5,0,0.00
2025-09-03 21:10:00,PSANCH,0.037,0.001,5,0,0.00
2025-09-03 21:20:00,PSANCH,0.037,0,4,0,0.00
2025-09-03 21:30:00,PSANCH,0.037,0,4,0,0.00
2025-09-03 21:40:00,PSANCH,0.037,0,3,0,0.00
2025-09-03 21:50:00,PSANCH,0.037,0,3,0,0.00
2025-09-03 22:00:00,PSANCH,0,0,3,0,0.00
2025-09-03 22:10:00,PSANCH,0,0,3,0,0.00
2025-09-03 22:20:00,PSANCH,0,0,3,0,0.00
2025-09-03 22:30:00,PSANCH,0,0,3,0,0.00
2025-09-03 22:40:00,PSANCH,0,0,3,0,0.00
2025-09-03 22:50:00,PSANCH,0,0,3,0,0.00
2025-09-03 23:00:00,PSANCH,0,0,3,0,0.00
2025-09-03 23:10:00,PSANCH,0,0,2,0,0.00
2025-09-03 23:20:00,PSANCH,0,0,2,0,0.00
2025-09-03 23:30:00,PSANCH,0,0,2,0,0.00
2025-09-03 23:40:00,PSANCH,0,0,3,0,0.00
2025-09-03 23:50:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:00:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:10:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:20:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:30:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:40:00,PSANCH,0,0,3,0,0.00
2025-09-04 00:50:00,PSANCH,0,0,3,0,0.00
2025-09-04 01:00:00,PSANCH,0,0,2,0,0.00
2025-09-04 01:10:00,PSANCH,0,0,2,0,0.00
2025-09-04 01:20:00,PSANCH,0,0,3,0,0.00
2025-09-04 01:30:00,PSANCH,0,0,3,0,0.00
2025-09-04 01:40:00,PSANCH,0,0,3,0,0.00
2025-09-04 01:50:00,PSANCH,0,0,4,0,0.00
2025-09-04 02:00:00,PSANCH,0,0,4,0,0.00
2025-09-04 02:10:00,PSANCH,0,0,5,0,0.00
2025-09-04 02:20:00,PSANCH,0,0,5,0,0.00
2025-09-04 02:30:00,PSANCH,0,0,5,0,0.00
2025-09-04 02:40:00,PSANCH,0,0,5,0,0.00
2025-09-04 02:50:00,PSANCH,0,0,5,0,0.00
2025-09-04 03:00:00,PSANCH,0,0,5,0,0.00
2025-09-04 03:10:00,PSANCH,0,0,5,0,0.00
2025-09-04 03:20:00,PSANCH,0,0,5,0,0.00
2025-09-04 03:30:00,PSANCH,0,0,6,0,0.00
2025-09-04 03:40:00,PSANCH,0,0,6,0,0.00
2025-09-04 03:50:00,PSANCH,0,0,6,0,0.00
2025-09-04 04:00:00,PSANCH,0,0,6,0,0.00
2025-09-04 04:10:00,PSANCH,0,0,6,0,0.00
2025-09-04 04:20:00,PSANCH,0,0,5,0,0.00
2025-09-04 04:30:00,PSANCH,0,0,5,0,0.00
2025-09-04 04:40:00,PSANCH,0,0,5,0,0.00
2025-09-04 04:50:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:00:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:10:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:20:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:30:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:40:00,PSANCH,0,0,5,0,0.00
2025-09-04 05:50:00,PSANCH,0,0,4,0,0.00
2025-09-04 06:00:00,PSANCH,0.001,0,4,0,1.00
2025-09-04 06:10:00,PSANCH,0.001,0,4,0,0.00
2025-09-04 06:20:00,PSANCH,0.001,0,3,0,0.00
2025-09-04 06:30:00,PSANCH,0.001,0,3,0,0.00
2025-09-04 06:40:00,PSANCH,0.001,0,2,0,0.00
2025-09-04 06:50:00,PSANCH,0.001,0,2,0,0.00
2025-09-04 07:00:00,PSANCH,0.001,0,1,0,0.00
2025-09-04 07:10:00,PSANCH,0.062,0,1,0,0.00
2025-09-04 07:20:00,PSANCH,0.296,0,0,1,1.00
2025-09-04 07:30:00,PSANCH,0.304,0,-1,1,1.00
2025-09-04 07:40:00,PSANCH,0.304,0,-1,1,1.00
2025-09-04 07:50:00,PSANCH,0.371,0.039,-1,1,1.00
2025-09-04 08:00:00,PSANCH,0.443,0.972,-1,2,3.00
2025-09-04 08:10:00,PSANCH,4.335,6.325,0,9,12.00
2025-09-04 08:20:00,PSANCH,14.172,14.75,1,36,30.00
2025-09-04 08:30:00,PSANCH,26.294,18.814,2,86,59.00
2025-09-04 08:40:00,PSANCH,28.9,25.449,4,109,72.00
2025-09-04 08:50:00,PSANCH,35.066,21.757,5,148,95.00
2025-09-04 09:00:00,PSANCH,30.864,24.551,6,123,96.00
2025-09-04 09:10:00,PSANCH,35.23,26.363,7,135,113.00
2025-09-04 09:20:00,PSANCH,35.058,33.009,8,131,121.00
2025-09-04 09:30:00,PSANCH,40.83,35.529,9,148,139.00
2025-09-04 09:40:00,PSANCH,42.916,35.028,10,156,159.00
2025-09-04 09:50:00,PSANCH,40.725,33.48,11,149,173.00
2025-09-04 10:00:00,PSANCH,42.683,35.394,11,143,177.00
2025-09-04 10:10:00,PSANCH,45.576,40.57,11,148,191.00
2025-09-04 10:20:00,PSANCH,53.196,47.949,11,170,215.00
2025-09-04 10:30:00,PSANCH,59.737,53.71,12,200,247.00
2025-09-04 10:40:00,PSANCH,67.477,63.928,13,223,276.00
2025-09-04 10:50:00,PSANCH,80.411,74.382,14,266,317.00
2025-09-04 11:00:00,PSANCH,85.602,75.982,15,307,356.00
2025-09-04 11:10:00,PSANCH,89.977,85.185,16,317,368.00
2025-09-04 11:20:00,PSANCH,93.955,89.729,17,353,407.00
2025-09-04 11:30:00,PSANCH,105.466,100.785,18,369,431.00
2025-09-04 11:40:00,PSANCH,113.046,108.502,19,411,466.00
2025-09-04 11:50:00,PSANCH,119.344,106,20,461,489.00
2025-09-04 12:00:00,PSANCH,116.697,110.828,21,447,490.00
2025-09-04 12:10:00,PSANCH,124.952,118.731,22,464,520.00
2025-09-04 12:20:00,PSANCH,137.42,126.22,22,523,573.00
2025-09-04 12:30:00,PSANCH,134.102,125.499,23,533,594.00
2025-09-04 12:40:00,PSANCH,133.266,124.825,23,534,590.00
2025-09-04 12:50:00,PSANCH,140.158,141.891,24,537,587.00
2025-09-04 13:00:00,PSANCH,161.741,142.277,25,608,710.00
2025-09-04 13:10:00,PSANCH,153.272,148.254,26,599,735.00
2025-09-04 13:20:00,PSANCH,169.524,154.076,26,696,776.00
2025-09-04 13:30:00,PSANCH,176.385,174.14,24,637,761.00
2025-09-04 13:40:00,PSANCH,188.443,178.495,25,762,838.00
2025-09-04 13:50:00,PSANCH,184.683,175.577,26,751,856.00
2025-09-04 14:00:00,PSANCH,182.375,175.797,26,739,837.00
2025-09-04 14:10:00,PSANCH,184.257,176.39,26,734,837.00
2025-09-04 14:20:00,PSANCH,183.552,176.016,27,741,837.00
2025-09-04 14:30:00,PSANCH,182.974,176.972,28,742,827.00
2025-09-04 14:40:00,PSANCH,184.987,178.267,28,747,823.00
2025-09-04 14:50:00,PSANCH,186.388,179.16,27,757,821.00
2025-09-04 15:00:00,PSANCH,187.278,178.907,28,767,817.00
2025-09-04 15:10:00,PSANCH,185.855,176.805,29,759,827.00
2025-09-04 15:20:00,PSANCH,182.429,176.051,29,752,794.00
2025-09-04 15:30:00,PSANCH,183.848,175.336,27,769,749.00
2025-09-04 15:40:00,PSANCH,187.99,179.267,28,767,725.00
2025-09-04 15:50:00,PSANCH,188.177,179.044,29,777,711.00
2025-09-04 16:00:00,PSANCH,187.215,178.853,29,777,677.00
2025-09-04 16:10:00,PSANCH,187.483,178.638,29,780,646.00
2025-09-04 16:20:00,PSANCH,188.203,178.955,29,783,618.00
2025-09-04 16:30:00,PSANCH,188.134,178.713,28,785,587.00
2025-09-04 16:40:00,PSANCH,187.241,177.668,28,786,557.00
2025-09-04 16:50:00,PSANCH,186.583,177.072,29,785,526.00
2025-09-04 17:00:00,PSANCH,186.202,175.606,28,783,495.00
2025-09-04 17:10:00,PSANCH,184.472,173.316,28,778,461.00
2025-09-04 17:20:00,PSANCH,182.435,170.969,29,770,427.00
2025-09-04 17:30:00,PSANCH,180.753,167.415,28,761,393.00
2025-09-04 17:40:00,PSANCH,175.703,148.865,27,746,358.00
2025-09-04 17:50:00,PSANCH,164.457,128.829,27,713,322.00
2025-09-04 18:00:00,PSANCH,148.697,110.789,26,661,285.00
2025-09-04 18:10:00,PSANCH,128.755,91.13,24,581,249.00
2025-09-04 18:20:00,PSANCH,108.409,71.647,22,493,211.00
2025-09-04 18:30:00,PSANCH,87.729,53.396,20,404,175.00
2025-09-04 18:40:00,PSANCH,68.429,37.116,18,317,140.00
2025-09-04 18:50:00,PSANCH,49.026,23.07,15,235,106.00
2025-09-04 19:00:00,PSANCH,31.516,11.919,13,158,74.00
2025-09-04 19:10:00,PSANCH,14.815,4.057,11,89,45.00
2025-09-04 19:20:00,PSANCH,3.353,1.315,8,23,19.00
2025-09-04 19:30:00,PSANCH,1.724,0.575,7,8,8.00
2025-09-04 19:40:00,PSANCH,0.827,0.117,5,4,4.00
2025-09-04 19:50:00,PSANCH,0.349,0.016,4,2,1.00
2025-09-04 20:00:00,PSANCH,0.268,0.016,3,1,0.00
2025-09-04 20:10:00,PSANCH,0.268,0,3,0,0.00
2025-09-04 20:20:00,PSANCH,0.166,0,2,0,0.00
2025-09-04 20:30:00,PSANCH,0.161,0,1,0,0.00
2025-09-04 20:40:00,PSANCH,0.161,0,1,0,0.00
2025-09-04 20:50:00,PSANCH,0.051,0,1,0,0.00
2025-09-04 21:00:00,PSANCH,0.045,0.016,1,0,0.00
2025-09-04 21:10:00,PSANCH,0.045,0,1,0,0.00
2025-09-04 21:20:00,PSANCH,0.045,0,1,0,0.00
2025-09-04 21:30:00,PSANCH,0.026,0,1,0,0.00
2025-09-04 21:40:00,PSANCH,0,0,1,0,0.00
2025-09-04 21:50:00,PSANCH,0,0,1,0,0.00
2025-09-04 22:00:00,PSANCH,0,0,2,0,0.00
2025-09-04 22:10:00,PSANCH,0,0,2,0,0.00
2025-09-04 22:20:00,PSANCH,0,0,2,0,0.00
2025-09-04 22:30:00,PSANCH,0,0,2,0,0.00
2025-09-04 22:40:00,PSANCH,0,0,1,0,0.00
2025-09-04 22:50:00,PSANCH,0,0,1,0,0.00
2025-09-04 23:00:00,PSANCH,0,0,1,0,0.00
2025-09-04 23:10:00,PSANCH,0,0,1,0,0.00
2025-09-04 23:20:00,PSANCH,0,0,1,0,0.00
2025-09-04 23:30:00,PSANCH,0,0,2,0,0.00
2025-09-04 23:40:00,PSANCH,0,0,3,0,0.00
2025-09-04 23:50:00,PSANCH,0,0,3,0,0.00
2025-09-05 00:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 00:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 00:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 00:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 00:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 00:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 01:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 02:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 02:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 02:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 02:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 02:40:00,PSANCH,0,0,3,0,0.00
2025-09-05 02:50:00,PSANCH,0,0,3,0,0.00
2025-09-05 03:00:00,PSANCH,0,0,3,0,0.00
2025-09-05 03:10:00,PSANCH,0,0,3,0,0.00
2025-09-05 03:20:00,PSANCH,0,0,3,0,0.00
2025-09-05 03:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 03:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 03:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 04:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 05:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:20:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:30:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:40:00,PSANCH,0,0,4,0,0.00
2025-09-05 06:50:00,PSANCH,0,0,4,0,0.00
2025-09-05 07:00:00,PSANCH,0,0,4,0,0.00
2025-09-05 07:10:00,PSANCH,0,0,4,0,0.00
2025-09-05 07:20:00,PSANCH,0.134,0,4,0,1.00
2025-09-05 07:30:00,PSANCH,0.141,0,3,0,0.00
2025-09-05 07:40:00,PSANCH,0.141,0,3,0,0.00
2025-09-05 07:50:00,PSANCH,0.386,0.12,3,1,1.00
2025-09-05 08:00:00,PSANCH,0.997,0.879,3,3,3.00
2025-09-05 08:10:00,PSANCH,2.65,3.001,3,6,8.00
2025-09-05 08:20:00,PSANCH,7.986,15.633,2,17,19.00
2025-09-05 08:30:00,PSANCH,24.986,19.633,3,74,54.00
2025-09-05 08:40:00,PSANCH,14.618,9.769,4,85,62.00
2025-09-05 08:50:00,PSANCH,10.784,10.155,5,41,45.00
2025-09-05 09:00:00,PSANCH,11.875,12.068,5,41,48.00
2025-09-05 09:10:00,PSANCH,14.48,14.346,6,49,59.00
2025-09-05 09:20:00,PSANCH,17.243,17.09,6,57,72.00
2025-09-05 09:30:00,PSANCH,20.536,19.527,7,67,89.00
2025-09-05 09:40:00,PSANCH,24.582,24.224,7,75,108.00
2025-09-05 09:50:00,PSANCH,30.619,28.087,8,92,135.00
2025-09-05 10:00:00,PSANCH,33.541,31.075,9,105,158.00
2025-09-05 10:10:00,PSANCH,40.043,39.14,10,117,175.00
2025-09-05 10:20:00,PSANCH,48.172,45.013,11,147,211.00
2025-09-05 10:30:00,PSANCH,52.311,49.668,12,170,236.00
2025-09-05 10:40:00,PSANCH,56.922,52.442,13,191,254.00
2025-09-05 10:50:00,PSANCH,60.336,53.411,14,208,257.00
2025-09-05 11:00:00,PSANCH,64.526,56.569,15,230,257.00
2025-09-05 11:10:00,PSANCH,79.455,75.966,16,264,275.00
2025-09-05 11:20:00,PSANCH,103.476,92.465,17,348,348.00
2025-09-05 11:30:00,PSANCH,111.299,88.332,20,430,431.00
2025-09-05 11:40:00,PSANCH,92.97,70.201,22,401,440.00
2025-09-05 11:50:00,PSANCH,86.432,75.334,22,324,374.00
2025-09-05 12:00:00,PSANCH,101.876,94.144,21,352,392.00
2025-09-05 12:10:00,PSANCH,122.959,115.206,22,441,461.00
2025-09-05 12:20:00,PSANCH,158.606,140.184,24,560,552.00
2025-09-05 12:30:00,PSANCH,174.544,155.365,27,707,685.00
2025-09-05 12:40:00,PSANCH,184.251,153.209,29,764,801.00
2025-09-05 12:50:00,PSANCH,182.22,152.151,31,751,803.00
2025-09-05 13:00:00,PSANCH,181.24,169.68,30,739,811.00
2025-09-05 13:10:00,PSANCH,182.177,175.19,28,735,820.00
2025-09-05 13:20:00,PSANCH,181.834,175.333,28,733,827.00
2025-09-05 13:30:00,PSANCH,182.606,174.345,27,732,832.00
2025-09-05 13:40:00,PSANCH,179.467,176.568,26,715,835.00
2025-09-05 13:50:00,PSANCH,185.046,170.149,26,734,842.00
2025-09-05 14:00:00,PSANCH,173.256,171.169,26,728,812.00
2025-09-05 14:10:00,PSANCH,172.941,162.669,26,711,827.00
2025-09-05 14:20:00,PSANCH,163.435,154.885,25,649,791.00
2025-09-05 14:30:00,PSANCH,180.734,175.812,24,659,777.00
2025-09-05 14:40:00,PSANCH,178.93,140.306,25,759,839.00
2025-09-05 14:50:00,PSANCH,180.738,140.027,26,691,654.00
2025-09-05 15:00:00,PSANCH,167.066,149.855,27,685,729.00
2025-09-05 15:10:00,PSANCH,188.776,149.976,26,769,746.00
2025-09-05 15:20:00,PSANCH,178.905,130.236,27,746,750.00
2025-09-05 15:30:00,PSANCH,159.917,133.443,27,705,662.00
2025-09-05 15:40:00,PSANCH,180.479,141.01,25,675,658.00
2025-09-05 15:50:00,PSANCH,176.626,149.992,27,715,636.00
2025-09-05 16:00:00,PSANCH,187.149,156.94,28,763,645.00
2025-09-05 16:10:00,PSANCH,182.652,149.114,28,751,658.00
2025-09-05 16:20:00,PSANCH,177.085,147.469,29,777,582.00
2025-09-05 16:30:00,PSANCH,172.396,151.905,29,727,556.00
2025-09-05 16:40:00,PSANCH,186.358,171.311,28,761,554.00
2025-09-05 16:50:00,PSANCH,183.109,162.521,29,783,520.00
2025-09-05 17:00:00,PSANCH,166.347,165.835,28,723,474.00
2025-09-05 17:10:00,PSANCH,182.2,168.443,28,746,453.00
2025-09-05 17:20:00,PSANCH,181.221,166.071,28,761,423.00
2025-09-05 17:30:00,PSANCH,178.868,162.269,28,750,390.00
2025-09-05 17:40:00,PSANCH,173.767,145.855,28,737,356.00
2025-09-05 17:50:00,PSANCH,163.112,125.551,27,707,321.00
2025-09-05 18:00:00,PSANCH,147.201,107.948,26,654,284.00
2025-09-05 18:10:00,PSANCH,127.251,89.338,25,576,247.00
2025-09-05 18:20:00,PSANCH,106.547,70.746,22,485,209.00
2025-09-05 18:30:00,PSANCH,86.3,52.573,20,397,174.00
2025-09-05 18:40:00,PSANCH,66.914,36.513,18,311,139.00
2025-09-05 18:50:00,PSANCH,47.83,22.558,16,230,105.00
2025-09-05 19:00:00,PSANCH,30.324,11.681,14,153,73.00
2025-09-05 19:10:00,PSANCH,14.755,4.316,12,85,44.00
2025-09-05 19:20:00,PSANCH,3.519,1.335,10,25,20.00
2025-09-05 19:30:00,PSANCH,1.68,0.555,8,8,8.00
2025-09-05 19:40:00,PSANCH,0.848,0.105,7,4,4.00
2025-09-05 19:50:00,PSANCH,0.366,0.034,6,2,1.00
2025-09-05 20:00:00,PSANCH,0.272,0.034,5,1,1.00
2025-09-05 20:10:00,PSANCH,0.174,0.001,4,0,0.00
2025-09-05 20:20:00,PSANCH,0.167,0,4,0,0.00
2025-09-05 20:30:00,PSANCH,0.167,0,4,0,0.00
2025-09-05 20:40:00,PSANCH,0.167,0,3,0,0.00
2025-09-05 20:50:00,PSANCH,0.067,0,3,0,0.00
2025-09-05 21:00:00,PSANCH,0.061,0.034,3,0,0.00
2025-09-05 21:10:00,PSANCH,0.061,0.001,3,0,0.00
2025-09-05 21:20:00,PSANCH,0.061,0,2,0,0.00
2025-09-05 21:30:00,PSANCH,0.061,0,2,0,0.00
2025-09-05 21:40:00,PSANCH,0.061,0,2,0,0.00
2025-09-05 21:50:00,PSANCH,0.061,0,2,0,0.00
2025-09-05 22:00:00,PSANCH,0,0,2,0,0.00
2025-09-05 22:10:00,PSANCH,0,0,2,0,0.00
2025-09-05 22:20:00,PSANCH,0,0,2,0,0.00
2025-09-05 22:30:00,PSANCH,0,0,2,0,0.00
2025-09-05 22:40:00,PSANCH,0,0,1,0,0.00
2025-09-05 22:50:00,PSANCH,0,0,1,0,0.00
2025-09-05 23:00:00,PSANCH,0,0,1,0,0.00
2025-09-05 23:10:00,PSANCH,0,0,1,0,0.00
2025-09-05 23:20:00,PSANCH,0,0,1,0,0.00
2025-09-05 23:30:00,PSANCH,0,0,1,0,0.00
2025-09-05 23:40:00,PSANCH,0,0,0,0,0.00
2025-09-05 23:50:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:00:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:10:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:20:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:30:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:40:00,PSANCH,0,0,0,0,0.00
2025-09-06 00:50:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:00:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:10:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:20:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:30:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:40:00,PSANCH,0,0,0,0,0.00
2025-09-06 01:50:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:00:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:10:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:20:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:30:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:40:00,PSANCH,0,0,0,0,0.00
2025-09-06 02:50:00,PSANCH,0,0,0,0,0.00
2025-09-06 03:00:00,PSANCH,0,0,0,0,0.00
2025-09-06 03:10:00,PSANCH,0,0,0,0,0.00
2025-09-06 03:20:00,PSANCH,0,0,0,0,0.00
2025-09-06 03:30:00,PSANCH,0,0,-1,0,0.00
2025-09-06 03:40:00,PSANCH,0,0,-1,0,0.00
2025-09-06 03:50:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:00:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:10:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:20:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:30:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:40:00,PSANCH,0,0,-1,0,0.00
2025-09-06 04:50:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:00:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:10:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:20:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:30:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:40:00,PSANCH,0,0,-1,0,0.00
2025-09-06 05:50:00,PSANCH,0,0,-1,0,0.00
2025-09-06 06:00:00,PSANCH,0.002,0,-1,0,0.00
2025-09-06 06:10:00,PSANCH,0.002,0,-1,0,0.00
2025-09-06 06:20:00,PSANCH,0.001,0,-1,0,0.00
2025-09-06 06:30:00,PSANCH,0,0,-1,0,0.00
2025-09-06 06:40:00,PSANCH,0,0,-1,0,0.00
2025-09-06 06:50:00,PSANCH,0,0,-1,0,0.00
2025-09-06 07:00:00,PSANCH,0.002,0,-1,0,0.00
2025-09-06 07:10:00,PSANCH,0.002,0,-2,0,0.00
2025-09-06 07:20:00,PSANCH,0.206,0,-2,0,1.00
2025-09-06 07:30:00,PSANCH,0.218,0,-2,1,1.00
2025-09-06 07:40:00,PSANCH,0.218,0.008,-2,1,1.00
2025-09-06 07:50:00,PSANCH,0.684,0.459,-3,1,2.00
2025-09-06 08:00:00,PSANCH,1.894,3.24,-3,4,6.00
2025-09-06 08:10:00,PSANCH,6.32,10.873,-3,14,17.00
2025-09-06 08:20:00,PSANCH,16.17,22.627,-2,44,33.00
2025-09-06 08:30:00,PSANCH,29.974,37.231,0,94,57.00
2025-09-06 08:40:00,PSANCH,51.621,52.88,1,164,87.00
2025-09-06 08:50:00,PSANCH,74.479,70.283,3,263,120.00
2025-09-06 09:00:00,PSANCH,94.558,88.954,6,344,155.00
2025-09-06 09:10:00,PSANCH,116.306,107.381,9,431,191.00
2025-09-06 09:20:00,PSANCH,136.912,125.603,13,520,229.00
2025-09-06 09:30:00,PSANCH,157.633,146.192,16,609,268.00
2025-09-06 09:40:00,PSANCH,171.593,167.087,19,685,307.00
2025-09-06 09:50:00,PSANCH,177.178,170.646,23,722,344.00
2025-09-06 10:00:00,PSANCH,179.985,172.952,26,740,381.00
2025-09-06 10:10:00,PSANCH,181.985,174.333,27,754,416.00
2025-09-06 10:20:00,PSANCH,183.415,175.676,28,764,450.00
2025-09-06 10:30:00,PSANCH,184.493,175.935,29,771,484.00
2025-09-06 10:40:00,PSANCH,185.1,176.951,30,775,517.00
2025-09-06 10:50:00,PSANCH,185.511,176.798,30,778,546.00
2025-09-06 11:00:00,PSANCH,185.611,177.331,31,779,575.00
2025-09-06 11:10:00,PSANCH,185.32,176.283,31,779,603.00
2025-09-06 11:20:00,PSANCH,184.667,176.526,32,776,630.00
2025-09-06 11:30:00,PSANCH,184.849,176.495,32,772,653.00
2025-09-06 11:40:00,PSANCH,184.542,176.395,31,768,677.00
2025-09-06 11:50:00,PSANCH,183.991,175.488,31,763,699.00
2025-09-06 12:00:00,PSANCH,182.819,174.074,32,759,719.00
2025-09-06 12:10:00,PSANCH,182.069,173.931,32,754,738.00
2025-09-06 12:20:00,PSANCH,181.417,173.385,33,751,756.00
2025-09-06 12:30:00,PSANCH,180.953,173.091,33,747,771.00
2025-09-06 12:40:00,PSANCH,180.12,172.535,33,742,785.00
2025-09-06 12:50:00,PSANCH,180.023,172.517,33,738,798.00
2025-09-06 13:00:00,PSANCH,179.659,172.649,33,736,808.00
2025-09-06 13:10:00,PSANCH,179.624,172.711,32,735,817.00
2025-09-06 13:20:00,PSANCH,179.773,173.47,32,731,824.00
2025-09-06 13:30:00,PSANCH,180.279,174.395,31,730,829.00
2025-09-06 13:40:00,PSANCH,180.963,169.556,29,729,832.00
2025-09-06 13:50:00,PSANCH,181.103,175.293,29,729,833.00
2025-09-06 14:00:00,PSANCH,181.526,175.65,28,729,832.00
2025-09-06 14:10:00,PSANCH,181.553,176.025,28,730,828.00
2025-09-06 14:20:00,PSANCH,182.172,176.343,28,732,823.00
2025-09-06 14:30:00,PSANCH,182.365,176.501,28,734,816.00
2025-09-06 14:40:00,PSANCH,183.251,176.456,28,738,808.00
2025-09-06 14:50:00,PSANCH,183.538,176.669,28,742,797.00
2025-09-06 15:00:00,PSANCH,184.096,177.292,28,747,784.00
2025-09-06 15:10:00,PSANCH,184.939,177.301,29,753,770.00
2025-09-06 15:20:00,PSANCH,185.495,177.319,29,758,754.00
2025-09-06 15:30:00,PSANCH,185.961,177.475,29,763,735.00
2025-09-06 15:40:00,PSANCH,186.306,177.622,30,769,715.00
2025-09-06 15:50:00,PSANCH,187.065,177.682,30,775,695.00
2025-09-06 16:00:00,PSANCH,187.285,177.607,30,780,672.00
2025-09-06 16:10:00,PSANCH,187.398,177.38,30,783,645.00
2025-09-06 16:20:00,PSANCH,187.627,177.447,30,785,617.00
